dua_id,duaId,duaArabic,dua_ur,dua_en,duaReference_ur,duaReference_en,duaType_ur,duaType_en,duaTitle_ur,duaTitle_en,Dua_IRI
191,MasnoonDua-134,الْحَمْدُ لِلَّهِ الَّذِى كَفَانِى وَآوَانِى وَأَطْعَمَنِى وَسَقَانِى وَالَّذِى مَنَّ عَلَىَّ فَأَفْضَلَ وَالَّذِى أَعْطَانِى فَأَجْزَلَ الْحَمْدُ لِلَّهِ عَلَى كُلِّ حَالٍ اَللّٰهُمَّ رَبَّ كُلِّ شَىْءٍ وَمَلِيكَهُ وَإِلَهَ كُلِّ شَىْءٍ أَعُوذُ بِكَ مِنَ النَّارِ,تمام تعریف اللہ کے لیے ہے جس نے میری کفایت کی اور مجھے رہنے کی جگہ عنایت فرمائی، مجھے کھلایا، پلایا اور جس نے مجھ پر احسان کیا اور بہت زیادہ کیا، جس نے مجھے دیا اور بہت خوب دیا ہر حال میں اللہ ہی کی تعریف ہے اے اللہ! اے ہر چیز کے رب اور اس کے مالک! اے ہر چیز کے معبود! میں آگ سے تیری پناہ چاہتا ہوں,"All praise is due to Allāh who sufficed me and gave me shelter, fed me and gave me to drink, and the One who bestowed favour on me and was gracious, and the One who gave me and was generous. All praise is to Allāh in every state, O Allāh the Lord of everything and its Sovereign, and the God of everything, I seek refuge with You from the fire.",سنن ابی داود:5060,سنن ابی داود:5060,مسنون دعاء,Masnoon Dua,رات کو سوتے وقت اللہ کے احسانات پر شکر ادا کرنا,Showing Gratitude Before Going To Bed,
192,Accepted-01,سُبْحَانَ اللهِ وَ الْحَمْدُ للهِ وَ لَا اِلٰهَ اِلَّا اللهُ وَ اللهُ اَكْبَرُ,الله پاک ہے، تمام تعریف الله ہی کے لیے ہے، الله کے سوا کوئی معبود برحق نہیں ہے اور الله سب سے بڑا ہے,"Glory be to Allah, and all praise is for Allah, and none has the right to be worshipped except Allah, and Allah is the greatest.",صحیح مسلم: 6847,Ṣaḥīḥ Muslim: 6847,مقبول دعائیں,Accepted Supplications,مقبول دعائیں,Accepted Supplications,
193,Accepted-02,لَا اِلٰه اِلَّا اَنْتَ سُبْحَانَكَ اِنِّیْ كُنْتُ مِنَ الظَّالِمِیْنَ ۝,تیرے سوا کوئی معبود نہیں، پاک ہے تو، بے شک میں ہی ظالموں میں سے ہوں,"There is no true deity except You; exalted are You. Indeed, I have been of the wrongdoers.",سنن الترمذی: 3505 صحیح,Jāmi‘ Al-Tirmidhī: 3505  Ṣaḥīḥ,مقبول دعائیں,Accepted Supplications,مقبول دعائیں,Accepted Supplications,
194,Accepted-03,یَا بَدِیْعَ السَّمٰوٰتِ یَا حَیُّ یَا قَیُّوْمُ اِنِّیْ اَسْاَلُكَ,اے آسمانوں کو نئے سرے سے بنانے والے! اے زنده رہنے والے! اے قائم رکھنے والے! بے شک میں آپ سے سوال کرتا ہوں,"O Originator of the heavens, O Ever Living, O Self Subsisting, indeed I ask You.",الأدب المفرد للبخاری: 705,Al-Adab al-Mufrad lil-Bukhārī: 705,مقبول دعائیں,Accepted Supplications,مقبول دعائیں,Accepted Supplications,
195,Accepted-04,اَللّٰهُمَّ اِنِّیْ اَسْاَلُكَ بِاَنِّیْ اَشْهَدُ اَنَّكَ اَنْتَ اللهُ، لَا اِلٰهَ اِلَّا اَنْتَ الْاَحَدُ الصَّمَدُ الَّذِیْ لَمْ یَلِدْ وَ لَمْ یُوْلَدْ وَ لَمْ یَكُنْ لَهُ كُفُوًا اَحَدٌ,اے الله! میں تجھ سے سوال کرتا ہوں کیونکه میں گواہی دیتا ہوں که بے شک تو ہی الله ہے، تیرے سوا کوئی معبود برحق نہیں، تواکیلا، بے نیاز ہے، جس سے نه کوئی پیدا ہوا اور نه ہی وه کسی سے پیدا ہوا اور نه اس کا کوئی ہمسر ہے,"O Allah, indeed I ask You, because I bear witness that indeed you are Allah, there is no true deity except You, the One, the Eternal Refuge, He neither begets nor is born, nor is there to Him any equivalent.",سنن الترمذی: 3475  صحیح,Sunan al-Tirmidhī: 3475,مقبول دعائیں,Accepted Supplications,مقبول دعائیں,Accepted Supplications,
196,Accepted-05,اَللّٰهُمَّ اِنِّیْ اَسْاَلُكَ بِاَنَّ لَكَ الْحَمْدَ، لَا اِلٰهَ اِلَّا اَنْتَ الْمَنَّانُ بَدِیْعُ السَّمٰوٰتِ وَ الْاَرْضِ، یَا ذَا الْجَلَالِ وَ الْاِكْرَامِ یَا حَیُّ یَا قَیُّوْمُ,اے الله! بے شک میں تجھ سے سوال کرتا ہوں اس وجه سے که سب تعریف تیرے لیے ہے، تیرے سوا کوئی معبود نہیں، بہت احسان کرنے والا، آسمانوں اور زمین کو نئے سرے سے پیدا کرنے والا، اے بزرگی اور عزت والے، اے ہمیشہ زنده رہنے والے، اور اے ہمیشہ قائم رہنے والے,"O Allah, indeed I ask You because for You is all praise, there is no true deity except You, the Benefactor, the Originator of the heavens and the earth. O Possessor of Majesty and Splendour, O Ever Living, O Self-Subsistent.",سنن أبی داؤد:1495  صحیح,Sunan Abū Dāwūd: 1495  Ṣaḥīḥ,مقبول دعائیں,Accepted Supplications,مقبول دعائیں,Accepted Supplications,
197,Accepted-06,لَا اِلٰهَ اِلَّا اللهُ وَحْدَهُ لَا شَرِیْكَ لَهُ، لَهُ الْمُلْكُ وَ لَهُ الْحَمْدُ وَ هُوَ عَلٰی كُلِّ شَیئٍ قَدِیْرٌ، اَلْحَمْدُ للهِ وَ سُبْحَانَ اللهِ وَ لَا اِلٰهَ اِلَّا اللهُ وَ اللهُ اَكْبَرُ وَ لَا حَوْلَ وَ لَا قُوَّةَ اِلَّا بِاللهِ اَللّٰهُمَّ اغْفِرْلِیْ,الله کے سوا کوئی معبود برحق نہیں، وه اکیلا ہے اس کا کوئی شریک نہیں، اسی کی بادشاہت ہے، اسی کے لیے تمام تعریف ہے اور وه ہر چیز پر قادر ہے سب تعریف الله کے لیے ہے اور الله تعالیٰ ہر عیب سے پاک ہے، الله کے سوا کوئی معبود برحق نہیں، الله تعالیٰ  سب سے بڑا ہے اور الله کی توفیق کے بغیر گناه چھوڑنے کی طاقت اور نیکی کرنے کی قوت نہیں ہے اے الله مجھے بخش دے,"There is no true deity except Allah Alone, no partner has He. To Him belongs the dominion and to Him belongs all praise and He is over all things All Powerful. All praise is for Allah and Glorified is Allah and there is no true deity except Allah and Allah is the Greatest and there is no power or might except with Allah.",صحیح البخاری: 1154,Ṣaḥīḥ al-Bukhārī: 1154,مقبول دعائیں,Accepted Supplications,مقبول دعائیں,Accepted Supplications,<http://www.i-knex.com/ontology/hadith#SB-HD1154>
198,AfterSalah-01,اَللهُ اَكْبَرُ ,"‬ الله سب سے بڑا ہے  (ایک بار)
* سلام پھیرنے کے بعد بلند آواز سے الله اکبر کہنا چاہیے",Allah is the Greatest. (Once),صحیح البخاری: 842,Ṣaḥīḥ al-Bukhārī: 843,نماز کے بعد کے اذکار,Supplications after Salah,نماز کے بعد کے اذکار,Supplications after Salah,<http://www.i-knex.com/ontology/hadith#SB-HD842>
199,AfterSalah-02,اَسْتَغْفِرُ اللهَ ,میں الله سے بخشش طلب کرتا ہوں  (تین بار),I seek forgiveness from Allah. (Thrice),صحیح مسلم: 1334,Ṣaḥīḥ Muslim: 1334,نماز کے بعد کے اذکار,Supplications after Salah,نماز کے بعد کے اذکار,Supplications after Salah,
200,AfterSalah-03,اَللّٰهُمَّ اَنْتَ السَّلَامُ وَ مِنْكَ السَّلَامُ تَبَارَكْتَ یَا ذَا الْجَلَالِ وَ الْاِكْرَامِ,اے الله! تو سلامتی والا ہے اور تیری ہی طرف سے سلامتی ہے اے بزرگی اور عزت کے مالک! تیری ذات بڑی با برکت ہے (ایک بار),"O Allah, You are Peace and from You is all peace, blessed are You, O Possessor of majesty and honour. 
(Once)",صحیح مسلم: 1334,Ṣaḥīḥ Muslim: 1334,نماز کے بعد کے اذکار,Supplications after Salah,نماز کے بعد کے اذکار,Supplications after Salah,
201,AfterSalah-04,رَبِّ اَعِنِّیْ عَلٰی ذِكْرِكَ وَ شُكْرِكَ وَ حُسْنِ عِبَادَتِكَ,اے میرے رب! اپنا ذکر، شکر اور بہترین عبادت کرنے میں میری مدد فرما (ایک بار),"O my Lord, help me in remembering You, in thanking You, and in beautifully worshiping You. 
(Once)",سنن النسائی: 1304  صحیح,Sunan al-Nasā’ī: 1304  Ṣaḥīḥ,نماز کے بعد کے اذکار,Supplications after Salah,نماز کے بعد کے اذکار,Supplications after Salah,
202,AfterSalah-05,رَبِّ قِنِیْ عَذَابَكَ یَوْمَ تَبْعَثُ عِبَادَكَ,اے میرے رب! مجھے اپنے عذاب سے بچانا جس دن تو اپنے بندوں کو اٹھائے گا (ایک بار),"O my Lord, protect me from Your punishment on the Day Your slaves are resurrected. (Once)",صحیح مسلم: 1642,Ṣaḥīḥ Muslim: 1642,نماز کے بعد کے اذکار,Supplications after Salah,نماز کے بعد کے اذکار,Supplications after Salah,
203,AfterSalah-06,لَا اِلٰهَ اِلَّا اللهُ وَحْدَهُ لَا شَرِیْكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ وَ هُوَ عَلٰی كُلِّ شَیْئٍ قَدِیْرٌ اَللّٰهُمَّ لَا مَانِعَ لِمَا اَعْطَیْتَ وَ لَا مُعْطِیَ لِمَا مَنَعْتَ وَ لَا یَنْفَعُ ذَا الْجَدِّ مِنْكَ الْجَدُّ,الله کے سوا کوئی معبود نہیں، وه اکیلا ہے اس کا کوئی شریک نہیں، تمام بادشاہت اسی کے لیے ہے اور تمام تعریف اسی کے لیے ہے اور وه ہر چیز پر قدرت رکھنے والا ہے اے الله! نہیں کوئی روک سکتا جو آپ عطا کرنا چاہیں اور نہیں کوئی دے سکتا جو آپ نه دینا چاہیں اور کسی دولت مند کو اس کی دولت آپ کے مقابلے میں کوئی فائده نہیں دے سکتی (ایک بار),"There is no true deity except Allah alone, having no partners. He alone deserves all sovereignty and praise and He is over all things, Fully Competant. O Allah, no one can prevent what You have willed to bestow and no one can bestow what You have willed to prevent, the wealth of the wealthy one will not help him against You. (Once)",صحیح البخاری: 6330,Ṣaḥīḥ al-Bukhārī: 6330,نماز کے بعد کے اذکار,Supplications after Salah,نماز کے بعد کے اذکار,Supplications after Salah,<http://www.i-knex.com/ontology/hadith#SB-HD6330>
204,AfterSalah-07,اَللّٰهُمَّ اغْفِرْلِیْ مَا قَدَّمْتُ وَ مَا اَخَّرْتُ وَ مَا اَسْرَرْتُ وَ مَا اَعْلَنْتُ وَ مَا اَسْرَفْتُ وَ مَا اَنْتَ اَعْلَمُ بِهِ مِنِّیْ اَنْتَ الْمُقَدِّمُ وَ اَنْتَ الْمُؤَخِّرُ لَا اِلٰهَ اِلَّا اَنْتَ,اے الله! میرے گناه بخش دے جو میں نے پہلے کیے، جو بعد میں کیے، جو پوشیدہ کیے اور جنہیں ظاہراً کیا، اور جو میں حد سے گزرتا رہا، اور وه جن کے متعلق تو مجھ سے زیادہ باخبر ہے، تو ہی (جسے چاہے) آگے کرنے والا ہے اور (جسے چاہے) پیچھے رکھنے والا ہے تیرے علاوه اور کوئی معبود نہیں,"O Allah, forgive me what I have already committed (of sins) and what I have deferred, what I have concealed (of sins) and I what I have publicised, and what I have done in excess, and what You are better aware of than I, You are the One who brings forward, and the One who defers. There is no true deity but You.",سنن ابی داؤد: 760  صحیح,Sunan Abū Dāwūd: 760  Ṣaḥīḥ,نماز کے بعد کے اذکار,Supplications after Salah,نماز کے بعد کے اذکار,Supplications after Salah,
205,AfterSalah-08,لَا اِلٰهَ اِلَّا اللهُ وَحْدَهُ لَا شَرِیْكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ وَهُوَ عَلٰی كُلِّ شَیْئٍ قَدِیْرٌ، لَا حَوْلَ وَ لَا قُوَّةَ اِلَّا بِاللهِ، لَا اِلٰهَ اِلَّا اللهُ وَ لَا نَعْبُدُ اِلَّا اِیَّاهُ لَهُ النِّعْمَةُ وَلَهُ الْفَضْلُ وَلَهُ الثَّنَاءُ الْحَسَنُ لَا اِلٰهَ اِلَّا اللهُ مُخْلِصِیْنَ لَهُ الدِّیْنَ وَ لَوْ كَرِهَ الْكَافِرُوْنَ,الله کے سوا کوئی معبود نہیں وه اکیلا ہے اس کا کوئی شریک نہیں تمام بادشاہت اسی کے لیے ہے اور تمام تعریف اسی کے لیے ہے اور وه ہر چیز پر قدرت رکھنے والا ہے گناه سے بچنے اور نیکی کرنے کی توفیق الله کی طرف سے ہے  الله کے سوا کوئی معبود نہیں ہے اور ہم کسی کی عبادت نہیں کرتے سوائے اس کے تمام نعمتیں اور تمام فضل اسی کی طرف سے ہے اور تمام بہترین تعریف اسی کے لیے ہے الله کے سوا کوئی معبود نہیں ہے ہم اسی کے لیے دین کو خالص کرنے والے ہیں اگرچه کافروں کو ناپسند ہو (ایک بار),"There is no true deity except Allah alone, having no partners. To Him belongs all sovereignty and praise and He is over all things, Omnipotent. There is no might, or power except with Allah. There is no true deity except Allah and we worship none except Him.  He alone deserves [gratitude for] the blessings, and for grace and also beautiful praise.  There is no true deity except Allah. We are sincere in our faith to Him, even though the disbelievers dislike it. (Once)",صحیح مسلم: 1343,Ṣaḥīḥ Muslim: 1343,نماز کے بعد کے اذکار,Supplications after Salah,نماز کے بعد کے اذکار,Supplications after Salah,
206,AfterSalah-09,اَللّٰهُمَّ اِنِّیْ اَعُوْذُبِكَ مِنَ الْجُبْنِ وَ اَعُوْذُبِكَ اَنْ اُرَدَّ اِلٰی اَرْذَلِ الْعُمُرِ وَ اَعُوْذُبِكَ مِنْ فِتْنَةِ الدُّنْیَا وَ اَعُوْذُبِكَ مِنْ عَذَابِ الْقَبْرِ,"اے الله! میں تیری پناه چاہتا ہوں بزدلی سے اور تیری پناه چاہتا ہوں که میں بے بسی کی عمر کی طرف لوٹا دیا جاؤں اور میں تیری پناه چاہتا ہوں دنیا کی آزمائش سے اور میں تیری پناه چاہتا ہوں عذاب ِقبر سے
(ایک بار)","O Allah! Verily I seek refuge in You from cowardice, and I seek refuge in You from being returned to an abject old age, and I seek refuge in You from the trials of this world and I seek refuge in You from the punishment of the grave. (Once)",صحیح البخاری: 2822,Ṣaḥīḥ al-Bukhārī: 2822,نماز کے بعد کے اذکار,Supplications after Salah,نماز کے بعد کے اذکار,Supplications after Salah,<http://www.i-knex.com/ontology/hadith#SB-HD2822>
207,AfterSalah-10,"سُبْحَانَ اللَّـهِ (33x)
اَلْحَمْدُ للهِِ (33x)
اللهُ اَكْبَرُ  (34x)","پاک ہے الله (33  بار )
سب تعریف الله کے لیے ہے (33  بار)
الله سب سے بڑا ہے (34  بار)","Glorified is Allah (33 Times)
All praises are for Allah (33 Times)
Allah is the greatest (34 Times)",صحیح مسلم: 1349,Ṣaḥīḥ Muslim: 1349,نماز کے بعد کے اذکار,Supplications after Salah,نماز کے بعد کے اذکار,Supplications after Salah,
208,AfterSalah-11,اَللّٰهُمَّ اِنِّیْ اَعُوْذُبِكَ مِنْ عَذَابِ الْقَبْرِ، اَللّٰهُمَّ اِنِّیْ اَعُوْذُبِكَ مِنْ عَذَابِ النَّارِ، اَللّٰهُمَّ اِنِّیْ اَعُوْذُبِكَ مِنَ الْفِتَنِ مَا ظَهَرَ مِنْهَا وَمَا بَطَنَ، اَللّٰهُمَّ اِنِّیْ اَعُوْذُبِكَ مِنْ فِتْنَةِ الْاَعْوَرِ الْكَذَّابِ,اے الله! میں عذاب قبر سے تیری پناه میں آتا ہوں، اے الله! میں آگ کے عذاب سے تیری پناه میں آتاہوں، اے الله! میں ظاہری اور باطنی فتنوں سے تیری پناه میں آتاہوں اور اے الله! میں اس کانے دجال کے فتنے سے تیری پناه میں آتا ہوں جو بہت بڑا جھوٹا ہوگا,"O Allah, verily I seek refuge in You from the punishment of the grave. O Allah, verily I seek refuge in You from the punishment of the fire. O Allah, verily I seek refuge in You from all trials - apparent and hidden. O Allah, I seek refuge in You from trials of the one-eyed liar (i.e. Dajjal).",مسند احمد ،ج: 4، 2778  صحیح,"Musnad Ahmad, Vol: 4, 2778  Ṣaḥīḥ",نماز کے بعد کے اذکار,Supplications after Salah,نماز کے بعد کے اذکار,Supplications after Salah,
209,AfterSalah-12,,.آیت الکرسی پڑھیں,Recite Āyat al-Kursī.,المعجم الکبیر للطبرانی، ج: 8، 7532 صحیح,Al-Mu‘jam al-Kabīr lil-Ṭabrānī: 7532  Ṣaḥīḥ,نماز کے بعد کے اذکار,Supplications after Salah,نماز کے بعد کے اذکار,Supplications after Salah,
210,AfterSalah-13,,معوّذات (سُوْرَةُ الْاِخْلَاصِ، سُوْرَةُ الْفَلَقِ اور سُوْرَةُ النَّاسِ) پڑھیں,"Recite Mu‘awwidhāt. (Al-Ikhlāṣ, Al-Falaq and Al-Nās)",سنن ابی داؤد: 1523 صحیح,Sunan Abū Dāwūd: 1523  Ṣaḥīḥ,نماز کے بعد کے اذکار,Supplications after Salah,نماز کے بعد کے اذکار,Supplications after Salah,
211,AfterSalah-14,اَللّٰهُمَّ اِنِّیْ اَسْأَلُكَ عِلْمًا نَّافِعًا وَّ رِزْقًا طَیِّبًا وَّ عَمَلًا مُّتَقَبَّلاً,نماز فجر کے بعد مانگی جانے والی دُعا: اے الله! میں آپ سے نفع بخش علم، پاکیزه رزق اور قبولیت والے عمل کا سوال کرتا ہوں (ایک بار),"O Allah, I ask You for knowledge which is beneficial and sustenance which is pure, and deeds which are acceptable. 
Supplication After Fajr Ṣalah (Once)",سنن ابن ماجه: 925 صحیح,Sunan Ibn Mājah: 925  Ṣaḥīḥ,نماز کے بعد کے اذکار,Supplications after Salah,نماز کے بعد کے اذکار,Supplications after Salah,
212,AfterSalah-15,لَا اِلٰهَ اِلَّا اللهُ وَحْدَهُ لَا شَرِیْكَ لَهُ، لَهُ الْمُلْكُ وَ لَهُ الْحَمْدُ وَ هُوَ عَلٰی كُلِّ شَیْئٍ قَدِیْرٌ,الله کے سوا کوئی معبود نہیں، وه اکیلا ہے اس کا کوئی شریک نہیں، تمام بادشاہت اسی کے لیے ہے اور تمام تعریف اسی کے لیے ہے اور وه ہر چیز پر قدرت رکھنے والا ہے (10 بار),"There is no true deity except Allah, alone, He has no partners. To Him belongs the dominion and to Him is due all praise and He is upon all things Always All-Able. (10 times)",السلسة الصحیحة: 113,Al-Silsilah al-Ṣaḥīḥah: 113,نماز کے بعد کے اذکار,Supplications after Salah,نماز کے بعد کے اذکار,Supplications after Salah,
213,BadDream-01,,برا خواب دیکھنے پر کروٹ بدل لیں,Change sleeping position.,صحیح مسلم: 5904,Ṣaḥīḥ Muslim: 5904,برا خواب دیکھنے پر,After a Bad Dream,برا خواب دیکھنے پر,After a Bad Dream,
214,BadDream-02,اَعُوْذُ بِاللهِ مِنْ شَرِّ الشَّیْطَانِ وَ شَرِّهَا,* براخواب دیکھیں توبائیں طرف تین بار تھتکاریں اوردرج ذیل کلمات پڑھیں: اَعُوْذُ بِاللهِ مِنْ شَرِّ الشَّیْطَانِ وَ شَرِّھَا میں شیطان اور اس (خواب) کے شر سے الله تعالیٰ کی پناه چاہتا ہوں,"I seek refuge with Allah from the evil of Satan and its (i.e. dream’s) evil.
* Spit on the left side three times and read",صحیح مسلم: 5903,Ṣaḥīḥ Muslim: 5903,برا خواب دیکھنے پر,After a Bad Dream,برا خواب دیکھنے پر,After a Bad Dream,
215,BlackMagic-01,,صبح و شام کے اذکار اور حفاظت کی دعائیں اور شفا کی دعائیں پڑھیں,Make sure you recite the Supplications for Morning and Evening and Supplications for Protection every day.,دیکھئے: ان کے دلائل کے لیے صبح و شام کے اذکار، حفاظت کی دعائیں، بیماریوں سے شفا کے لیے کے حوالہ جات,"Refer to the ‘Supplications for morning and evening’, ‘Supplications for protection’, ‘Supplications for healing’ for references.",جادو کے اثر سے حفاظت کے لئے,Protection Against Black Magic,جادو کے اثر سے حفاظت کے لئے,Protection Against Black Magic,
216,BlackMagic-02,,صبح شام، ہر نماز کے بعد اور سونے سے قبل آیت الکرسی اور معوّذات (سُوْرَةُ الْاِخْلَاصِ، سُوْرَةُ الْفَلَقِ، سُوْرَةُ النَّاسِ) پڑھیں,"Recite Āyat al-Kursī and Mu‘awwidhāt (Al-Ikhlaṣ, Al-Falaq and Al-Nās) in the morning, evening and before going to bed.",صحیح البخاری: 5748,Ṣaḥīḥ Bukhārī: 5748,جادو کے اثر سے حفاظت کے لئے,Protection Against Black Magic,جادو کے اثر سے حفاظت کے لئے,Protection Against Black Magic,<http://www.i-knex.com/ontology/hadith#SB-HD5748>
217,BlackMagic-03,,"سُوْرَةُ الْبَقَرَة کی آخری دو آیات  (( اٰمَنَ الرَّسُوْلُ بِمَآ اُنْزِلَ اِلَیْهِ مِنْ رَّبِّهٖ وَ الْمُؤْمِنُوْنَ ))‪ 
 روزانہ رات کو گھر میں پڑھیں",Recite the last two verses of Surah al-Baqarah every night.,صحیح البخاری: 4008,Ṣaḥīḥ al-Bukhārī: 4008,جادو کے اثر سے حفاظت کے لئے,Protection Against Black Magic,جادو کے اثر سے حفاظت کے لئے,Protection Against Black Magic,<http://www.i-knex.com/ontology/hadith#SB-HD4008>
218,BlackMagic-04,,صبح نہار منه سات عدد عجوه کھجور کھائیں,"For protection against the effects of black magic, eat seven ‘Ajwah dates first thing in the morning",صحیح البخاری: 5445,Ṣaḥīḥ al-Bukhārī: 5445,جادو کے اثر سے حفاظت کے لئے,Protection Against Black Magic,جادو کے اثر سے حفاظت کے لئے,Protection Against Black Magic,<http://www.i-knex.com/ontology/hadith#SB-HD5445>
219,BlackMagic-05,,مسنون طریقه علاج حجامہ کروائیں,"Perform cupping, a masnūn way of treatment.",مسند احمد، ج: 19، 12045  صحیح,"Musnad Aḥmad, Vol: 19, Ḥadīth: 12045  Ṣaḥīḥ",جادو کے اثر سے حفاظت کے لئے,Protection Against Black Magic,جادو کے اثر سے حفاظت کے لئے,Protection Against Black Magic,
220,BlackMagic-06,,شرعی دم خود پڑھیں یا کسی قاری کی آواز میں بار بار مریض کو سنوائیں,Read Ruqyah Sharī‘ah or play a recording before the afflicted person.,آڈیو کیسٹ: آسیب، جادو اور نظر بد کا علاج از سعد الغامدی : QO33,"Listen to the audio lecture: ‘Treatment of Magic, Evil Eye and Possession of Jinns’ by Qāri’ Sa‘d al-Ghāmadī: QO33",جادو کے اثر سے حفاظت کے لئے,Protection Against Black Magic,جادو کے اثر سے حفاظت کے لئے,Protection Against Black Magic,
221,BlackMagic-07,اَعُوذُ بِاللهِ السَّمِیْعِ الْعَلِیْمِ مِنَ الشَّیْطَانِ الرَّجِیْمِ مِنْ هَمْزِهِ وَ نَفْخِهِ وَ نَفْثِهِ,میں الله کی پناه لیتا ہوں، جو سننے والا اور جاننے والا ہے، شیطان مردود سے، اس کی اکساہٹ، اس کی پھونک اور اس کے وسوسے سے (تین بار),"I seek refuge in Allah, the All-Hearing, the All-Knowing, from Satan, the rejected, from his incitement, from his blowing, and his spittle.",سنن أبی داؤد: 775  صحیح,Sunan Abū Dawūd: 775  Ṣaḥīḥ,جادو کے اثر سے حفاظت کے لئے,Protection Against Black Magic,جادو کے اثر سے حفاظت کے لئے,Protection Against Black Magic,
222,BlackMagic-08,اَعُوْذُ بِاللهِ الْعَظِیْمِ وَ بِوَجْهِهِ الْكَرِیْمِ وَ سُلْطَانِهِ الْقَدِیْمِ مِنَ الشَّیْطَانِ الرَّجِیْمِ,میں عظمت والے الله کی پناه لیتا ہوں، اس کے عزت والے چہرے اور اس کی ازلی بادشاہت کے ساتھ، شیطان مردود سے,"I seek refuge with Allah the Great, with His Noble Face and with His Eternal Authority from Satan, the rejected.",سنن أبی داؤد: 466  صحیح,Sunan Abū Dawūd: 466  Ṣaḥīḥ,جادو کے اثر سے حفاظت کے لئے,Protection Against Black Magic,جادو کے اثر سے حفاظت کے لئے,Protection Against Black Magic,
223,BlackMagic-09,لَا اِلٰهَ اِلَّا اللهُ وَحْدَهُ لَا شَرِیْكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ وَ هُوَ عَلٰی كُلِّ شَیْئٍ قَدِیْرٌ,الله کے سوا کوئی معبود نہیں، وه اکیلا ہے اس کا کوئی شریک نہیں، اسی کے لیے بادشاہت ہے اور اسی کے لیے سب تعریف ہے اور وه ہر چیز پر قدرت رکھنے والا ہے (دن میں سو بار),"There is no true deity except Allah; the One and Only; there is no partner associated with Him; to Him belongs all Sovereignty and to Him belongs all Praise, and He over all things is Always All-Powerful. (100 times a day)",صحیح مسلم: 6842,Ṣaḥīḥ Muslim: 6842,جادو کے اثر سے حفاظت کے لئے,Protection Against Black Magic,جادو کے اثر سے حفاظت کے لئے,Protection Against Black Magic,
224,EnemyDuas-01,اَللّٰهُمَّ اكْفِنِیْهِمْ بِمَا شِئْتَ,اے الله! مجھے ان (دشمن) کے مقابلے میں کافی ہوجا جس چیز کے ساتھ بھی تو چاہے,O Allah! Suffice (i.e. protect) me against them in any way You wish.,صحیح مسلم: 7511,Ṣaḥīḥ Muslim: 7511,دشمن کے شر سے حفاظت کے لئے,Supplications for Protection from an Enemy,دشمن کے شر سے حفاظت کے لئے,Supplications for Protection from an Enemy,
225,EnemyDuas-02,اَللّٰهُمَّ اِنَّا نَجْعَلُكَ فِیْ نُحُوْرِهِمْ وَ نَعُوْذُبِكَ مِنْ شُرُوْرِهِمْ,اے الله! بے شک ہم تجھ کو ان کے مقابلے میں رکھتے ہیں اور ان کے شر سے تیری پناه طلب کرتے ہیں,"O Allah! Indeed, we place You before them (i.e. make You a shield) and we seek refuge in You from their evil.",سنن أبی داؤد: 1537  صحیح,Sunan Abū Dawūd: 1537  Ṣaḥīḥ,دشمن کے شر سے حفاظت کے لئے,Supplications for Protection from an Enemy,دشمن کے شر سے حفاظت کے لئے,Supplications for Protection from an Enemy,
226,EnemyDuas-03,اِنِّیْ عُذْتُ بِرَبِّیْ وَ رَبِّكُمْ مِّنْ كُلِّ مُتَكَبِّرٍ لَّا یُؤْمِنُ بِیَوْمِ الْحِسَابِ ۝,بے شک میں اپنے اور تمہارے رب کی پناه لے چکا ہوں ہر اس متکبر سے جو حساب کے دن پر ایمان نہیں لاتا,"Indeed, I have sought refuge in my Lord and your Lord from every arrogant one who does not believe in the Day of Account.",الموءمن: 27,Surah Al-Mu’min: 27,دشمن کے شر سے حفاظت کے لئے,Supplications for Protection from an Enemy,دشمن کے شر سے حفاظت کے لئے,Supplications for Protection from an Enemy,
227,EnemyDuas-04,اَللّٰهُمَّ مَتِّعْنِیْ بِسَمْعِیْ وَ بَصَرِیْ وَ اجْعَلْهُمَا الْوَارِثَ مِنِّیْ وَ انْصُرْنِیْ عَلٰی مَنْ یَّظْلِمُنِیْ وَ خُذْ مِنْهُ بِثَاْرِیْ,اے الله! تو مجھے میرے کانوں اور آنکھوں سے مستفید ہونے کا موقع عطا فرما اور ان دونوں کو میرا وارث بنا دے اور مجھ پر ظلم کرنے والے کے خلاف میری مدد فرما اور اس سے میرا انتقام لے,"O Allah, benefit me with my hearing and my sight and let them both be my heirs (i.e. Let them last my entire life). Help me against the one who wrongs me and take revenge from him for me.",سنن الترمذی:7/ 3604  حسن,Sunan al-Tirmidhī: 3604/7  Ḥasan,دشمن کے شر سے حفاظت کے لئے,Supplications for Protection from an Enemy,دشمن کے شر سے حفاظت کے لئے,Supplications for Protection from an Enemy,
